CI_Cat,CI_Subcat,Impact,Urgency,Category,No_of_Reassignments,Handle_Time_hrs,No_of_Related_Interactions,High_Priority
application,Web Based Application,5,5,incident,6,6190416667.0,4,1
application,SAP,5,5,request for information,2,258675.0,3,1
application,Desktop Application,4,4,incident,0,1024916667.0,2,1
application,Server Based Application,5,5,request for information,7,1076247222.0,1,1
application,Web Based Application,4,4,incident,2,6704972222.0,1,1
application,SAP,5,5,request for information,11,8599083333.0,1,1
subapplication,Server Based Application,5,5,incident,5,4641222222.0,2,1
computer,Laptop,5,5,incident,4,1644611111.0,1,1
application,Server Based Application,4,4,request for information,1,4425027778.0,1,1
application,Web Based Application,5,5,incident,7,4716.0,2,1
application,Desktop Application,3,3,incident,2,8540555556.0,1,1
application,Server Based Application,5,5,request for information,0,18333333.0,1,1
application,Server Based Application,3,3,incident,13,1555958333.0,5,1
application,Server Based Application,4,4,incident,1,6581111111.0,1,1
subapplication,Web Based Application,5,5,incident,0,1051108333.0,1,1
application,Server Based Application,5,5,incident,6,2193127778.0,2,1
application,Client Based Application,4,4,incident,3,4244777778.0,1,1
application,Web Based Application,5,5,incident,0,9340555556.0,1,1
application,Server Based Application,5,5,request for information,1,587.0,2,1
application,Server Based Application,4,4,incident,33,1439780556.0,3,1
subapplication,Web Based Application,4,4,incident,5,1104291667.0,1,1
application,Web Based Application,5,5,incident,1,1364833333.0,1,1
application,Server Based Application,3,3,incident,1,203611111.0,1,1
application,Server Based Application,5,5,request for information,0,7722888889.0,1,1
application,Server Based Application,5,5,incident,7,2983511111.0,2,1
computer,Laptop,5,5,incident,3,3955333333.0,4,1
application,SAP,5,5,request for information,1,1882980556.0,1,1
subapplication,Web Based Application,4,4,incident,0,3420133333.0,1,1
application,Web Based Application,4,4,incident,0,1295263889.0,2,1
computer,Laptop,5,5,incident,4,1569369444.0,3,1
application,Server Based Application,5,5,request for information,0,1676191667.0,1,1
application,Web Based Application,3,3,incident,2,7238130556.0,1,1
application,Desktop Application,4,4,incident,6,3164722222.0,1,1
application,Server Based Application,5,5,request for information,0,3260277778.0,1,1
application,Web Based Application,4,4,incident,4,1229483333.0,1,1
application,Server Based Application,4,4,incident,0,3938236111.0,1,1
application,Server Based Application,4,4,incident,14,6375055556.0,1,1
computer,Laptop,5,5,incident,1,939775.0,1,1
subapplication,Web Based Application,4,4,incident,3,3126361111.0,1,1
application,SAP,5,5,incident,20,9123.0,1,1
application,Citrix,4,4,incident,0,1229166667.0,1,1
application,Desktop Application,4,4,incident,5,943611111.0,1,1
application,SAP,5,5,request for information,4,5011166667.0,3,1
application,Server Based Application,5,5,request for information,0,7364444444.0,1,1
application,Client Based Application,5,5,incident,1,1075172222.0,2,1
application,SAP,5,5,request for information,4,1088458333.0,2,1
application,Web Based Application,4,4,incident,1,3311972222.0,1,1
application,Web Based Application,5,5,incident,1,1062097222.0,2,1
application,Web Based Application,5,5,request for information,4,5246561111.0,4,1
application,Server Based Application,5,5,request for information,4,4049080556.0,1,1
application,Server Based Application,5,5,incident,7,6295027778.0,1,1
application,Web Based Application,4,4,incident,2,9220222222.0,1,1
application,Server Based Application,5,5,request for information,3,1047822222.0,1,1
application,Client Based Application,NS,3,request for information,4,5756944444.0,1,1
computer,Banking Device,5,5,request for information,2,9897666667.0,1,1
subapplication,Web Based Application,4,4,incident,6,1748061111.0,1,1
application,Server Based Application,5,5,request for information,0,5174638889.0,1,1
application,Server Based Application,3,3,incident,2,8165.0,2,1
application,Server Based Application,5,5,incident,8,4325055556.0,1,1
application,Server Based Application,4,4,incident,4,8110583333.0,2,1
computer,Laptop,5,5,incident,0,16111111.0,1,1
subapplication,Web Based Application,4,4,incident,4,1644111111.0,4,1
application,Server Based Application,5,5,request for information,0,7213166667.0,1,1
application,Server Based Application,3,3,incident,4,5613888889.0,1,1
application,Server Based Application,NS,3,incident,2,1630583333.0,1,1
application,Server Based Application,4,4,incident,17,5658888889.0,1,1
application,Server Based Application,5,5,request for information,3,98333333.0,1,1
application,Desktop Application,4,4,incident,0,1263888889.0,1,1
application,Server Based Application,5,5,request for information,1,1032691667.0,1,1
application,Desktop Application,4,4,incident,0,1115408333.0,1,1
computer,Laptop,5,5,incident,3,1920055556.0,1,1
computer,Desktop,5,5,request for information,1,1062777778.0,1,1
application,Server Based Application,5,5,incident,0,41925.0,1,1
application,Desktop Application,4,4,incident,1,51111111.0,1,1
application,Web Based Application,5,5,incident,16,9657222222.0,2,1
application,Web Based Application,4,4,incident,0,1773833333.0,1,1
application,Citrix,4,4,incident,1,8611111.0,1,1
application,Desktop Application,4,4,incident,2,1686944444.0,1,1
computer,Desktop,5,5,incident,2,4421916667.0,1,1
application,Web Based Application,4,4,incident,1,7081111111.0,3,1
application,Server Based Application,5,5,incident,2,1370861111.0,1,1
subapplication,Web Based Application,4,4,incident,2,2053333333.0,1,1
application,Web Based Application,5,5,incident,6,5801916667.0,1,1
application,Client Based Application,4,4,incident,1,1998333333.0,1,1
subapplication,Server Based Application,4,4,incident,1,26666667.0,1,1
subapplication,Web Based Application,4,4,incident,4,4975.0,2,1
application,Server Based Application,3,3,incident,2,2944522222.0,1,1
application,Web Based Application,4,4,incident,4,1034968611.0,1,1
application,Server Based Application,3,3,incident,2,5971583333.0,1,1
subapplication,Web Based Application,4,4,incident,5,9723416667.0,1,1
computer,Laptop,5,5,incident,5,1402888889.0,1,1
application,Desktop Application,4,4,incident,0,5849722222.0,1,1
application,Web Based Application,4,4,incident,3,2306922222.0,1,1
application,Server Based Application,5,5,request for information,2,2291222222.0,1,1
application,Server Based Application,5,5,request for information,5,7302833333.0,1,1
application,SAP,5,5,request for information,3,9582211111.0,2,1
application,Web Based Application,5,5,incident,0,391925.0,1,1
application,Web Based Application,4,4,incident,5,1499613889.0,1,1
application,Server Based Application,5,5,incident,6,1925283333.0,2,1
application,Server Based Application,5,5,incident,0,6246666667.0,2,1
application,Desktop Application,5,5,request for information,1,9213694444.0,1,1
application,Server Based Application,5,5,request for information,0,56388889.0,1,1
application,SAP,5,5,request for information,12,1840841667.0,1,1
application,Desktop Application,4,4,incident,2,1057797222.0,1,1
application,Web Based Application,4,4,incident,6,2115888889.0,1,1
subapplication,Web Based Application,5,5,incident,6,5695361111.0,1,1
application,Server Based Application,5,5,incident,4,9137027778.0,1,1
application,Server Based Application,4,4,incident,1,3231333333.0,1,1
application,SAP,5,5,request for information,2,1532519444.0,1,1
subapplication,Web Based Application,4,4,incident,5,2790805556.0,1,1
application,Desktop Application,4,4,incident,1,1891405556.0,288,1
application,Server Based Application,4,4,incident,1,1.0,1,1
computer,Laptop,5,5,incident,1,1255552778.0,1,1
application,Server Based Application,5,5,request for information,2,1054602778.0,1,1
application,Server Based Application,4,4,incident,10,4733777778.0,1,1
application,Server Based Application,5,5,request for information,5,5870694444.0,1,1
application,Web Based Application,4,4,incident,0,1394458333.0,1,1
application,Server Based Application,5,5,request for information,6,1080408333.0,1,1
application,Server Based Application,3,3,incident,14,2098555556.0,1,1
application,Desktop Application,4,4,incident,3,1880972222.0,1,1
application,Web Based Application,4,4,incident,15,3979888889.0,1,1
application,Desktop Application,4,4,incident,0,1369444444.0,1,1
application,Desktop Application,5,5,request for information,2,9035583333.0,1,1
application,Server Based Application,5,5,request for information,11,7590972222.0,2,1
application,Web Based Application,3,3,incident,0,630833333.0,1,1
application,Server Based Application,NS,3,incident,0,6573972222.0,1,1
computer,Laptop,5,5,incident,7,3997297222.0,3,1
application,Web Based Application,5,5,incident,8,2374947222.0,1,1
application,Desktop Application,5,5,request for information,1,2176486111.0,1,1
application,Desktop Application,4,4,incident,3,31666667.0,1,1
application,Server Based Application,5,5,incident,7,7319583333.0,1,1
subapplication,Web Based Application,4,4,incident,5,3535194444.0,2,1
application,Server Based Application,5,5,incident,4,3758972222.0,1,1
application,SAP,4,4,incident,5,3006488889.0,1,1
application,Desktop Application,4,4,incident,4,5344055556.0,2,1
application,Server Based Application,5,5,incident,0,166111111.0,1,1
subapplication,Web Based Application,5,5,incident,3,3404833333.0,1,1
application,Web Based Application,4,5,incident,0,4703916667.0,1,1
application,Server Based Application,5,5,request for information,8,7372055556.0,1,1
computer,Laptop,5,5,incident,10,1250616667.0,1,1
application,Server Based Application,4,4,incident,0,5456527778.0,1,1
application,Server Based Application,4,4,incident,0,1413277778.0,1,1
application,Web Based Application,5,5,incident,8,1055419444.0,1,1
application,Web Based Application,4,4,incident,2,1636383333.0,1,1
database,Database,4,4,incident,4,3476388889.0,1,1
application,Web Based Application,5,5,request for information,0,7460527778.0,1,1
application,Desktop Application,4,4,incident,0,41666667.0,1,1
application,Web Based Application,4,4,incident,17,1640780556.0,3,1
application,Web Based Application,4,4,incident,2,4125941667.0,1,1
computer,Laptop,4,4,incident,2,1771111111.0,1,1
application,Server Based Application,4,4,incident,4,9384083333.0,1,1
subapplication,Web Based Application,4,4,incident,6,7159444444.0,2,1
application,Web Based Application,5,5,incident,6,6224833333.0,1,1
application,Web Based Application,4,4,incident,2,3114080556.0,1,1
application,SAP,5,5,request for information,13,3151783333.0,3,1
application,SAP,5,5,request for information,2,7083138889.0,1,1
application,Web Based Application,4,4,incident,8,6894888889.0,3,1
subapplication,Web Based Application,5,5,request for information,1,6338222222.0,1,1
application,Server Based Application,3,3,incident,0,1023888889.0,1,1
application,Desktop Application,NS,3,incident,4,9148888889.0,2,1
application,Server Based Application,4,4,incident,3,1242944444.0,1,1
application,Server Based Application,4,4,incident,5,1328461111.0,1,1
application,Server Based Application,4,4,incident,2,1684194444.0,1,1
application,Desktop Application,4,4,incident,1,1771666667.0,1,1
application,Desktop Application,5,5,request for information,1,894175.0,1,1
application,Web Based Application,4,4,incident,4,1533861111.0,1,1
application,SAP,5,5,request for information,4,63952.0,1,1
computer,Desktop,5,5,incident,8,1202236111.0,1,1
application,Desktop Application,5,5,request for information,1,9503805556.0,1,1
application,SAP,5,5,request for information,10,5595647222.0,1,1
application,Server Based Application,5,5,request for information,1,5865083333.0,1,1
application,SAP,5,5,request for information,6,8370555556.0,3,1
application,Web Based Application,4,4,incident,2,1586005556.0,1,1
application,Server Based Application,3,3,incident,2,1778733333.0,1,1
application,Server Based Application,5,5,request for information,6,39285.0,2,1
application,Desktop Application,5,5,incident,2,1627894444.0,1,1
application,Server Based Application,4,3,incident,0,37.0,1,1
application,Web Based Application,5,5,incident,1,7519138889.0,1,1
application,Web Based Application,4,4,incident,1,2015897222.0,3,1
application,Server Based Application,5,5,incident,2,5822138889.0,1,1
application,Server Based Application,5,5,request for information,14,1574105556.0,2,1
application,Server Based Application,4,4,incident,7,675.0,1,1
subapplication,Web Based Application,4,4,incident,3,9315972222.0,1,1
computer,Laptop,5,5,incident,0,4596333333.0,3,1
application,Server Based Application,5,5,request for information,0,1358083333.0,2,1
computer,Desktop,5,5,incident,7,8301138889.0,2,1
application,Web Based Application,NS,3,incident,6,263333333.0,1,1
application,Desktop Application,4,4,incident,1,90277778.0,1,1
application,Desktop Application,4,4,incident,1,54722222.0,1,1
